bear,year,Column4,juliandate,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33498,,,285,12.10.2015,,,14:00:00,30.88008,-88.06301
33498,,,285,12.10.2015,,,15:00:00,30.8817,-88.06239
33498,,,285,12.10.2015,,,16:00:00,30.88181,-88.0622
33498,,,285,12.10.2015,,,17:00:00,30.88082,-88.06208
33498,,,285,12.10.2015,,,18:00:00,30.8801,-88.06291
33498,,,285,12.10.2015,,,19:00:00,30.88042,-88.06214
33498,,,285,12.10.2015,,,20:00:00,30.88125,-88.064
33498,,,285,12.10.2015,,,21:00:00,30.88113,-88.06232
33498,,,285,12.10.2015,,,22:00:00,30.88089,-88.06208
33498,,,286,13.10.2015,,,0:00:00,30.88153,-88.06321
33498,,,286,13.10.2015,,,1:00:00,30.88145,-88.06319
33498,,,286,13.10.2015,,,2:00:00,30.88147,-88.06322
33498,,,286,13.10.2015,,,3:00:00,30.88096,-88.0622
33498,,,286,13.10.2015,,,4:00:00,30.88036,-88.06157
33498,,,286,13.10.2015,,,5:00:00,30.88002,-88.06292
33498,,,286,13.10.2015,,,6:00:00,30.88001,-88.06294
33498,,,286,13.10.2015,,,7:00:00,30.88377,-88.07408
33498,,,286,13.10.2015,,,8:00:00,30.88893,-88.07652
33498,,,286,13.10.2015,,,9:00:00,30.88914,-88.07686
33498,,,286,13.10.2015,,,10:00:00,30.88905,-88.07688
33498,,,286,13.10.2015,,,11:00:00,30.88998,-88.07559
33498,,,286,13.10.2015,,,12:00:00,30.887,-88.06272
33498,,,286,13.10.2015,,,13:00:00,30.88104,-88.06215
33498,,,286,13.10.2015,,,14:00:00,30.88,-88.06284
33498,,,286,13.10.2015,,,15:00:00,30.88115,-88.0639
33498,,,286,13.10.2015,,,16:00:00,30.88102,-88.0639
33498,,,286,13.10.2015,,,17:00:00,30.88174,-88.06343
33498,,,286,13.10.2015,,,18:00:00,30.88123,-88.06255
33498,,,286,13.10.2015,,,19:00:00,30.88084,-88.06201
33498,,,287,14.10.2015,,,0:00:00,30.88068,-88.06169
33498,,,287,14.10.2015,,,1:00:00,30.88134,-88.06237
33498,,,287,14.10.2015,,,2:00:00,30.88139,-88.06232
33498,,,287,14.10.2015,,,3:00:00,30.88101,-88.062
33498,,,287,14.10.2015,,,4:00:00,30.87997,-88.06287
33498,,,287,14.10.2015,,,5:00:00,30.88,-88.06288
33498,,,287,14.10.2015,,,6:00:00,30.88302,-88.0609
33498,,,287,14.10.2015,,,7:00:00,30.88296,-88.06105
33498,,,287,14.10.2015,,,8:00:00,30.88292,-88.06101
33498,,,287,14.10.2015,,,9:00:00,30.88008,-88.06285
33498,,,287,14.10.2015,,,10:00:00,30.88,-88.06291
33498,,,287,14.10.2015,,,11:00:00,30.88859,-88.0567
33498,,,287,14.10.2015,,,12:00:00,30.88864,-88.05672
33498,,,287,14.10.2015,,,13:00:00,30.89511,-88.05384
33498,,,287,14.10.2015,,,14:00:00,30.88088,-88.06211
33498,,,287,14.10.2015,,,15:00:00,30.88,-88.0628
33498,,,287,14.10.2015,,,16:00:00,30.8812,-88.06381
33498,,,287,14.10.2015,,,17:00:00,30.88098,-88.06232
33498,,,287,14.10.2015,,,18:00:00,30.88088,-88.06208
33498,,,288,15.10.2015,,,0:00:00,30.88103,-88.06454
33498,,,288,15.10.2015,,,1:00:00,30.88113,-88.0636
33498,,,288,15.10.2015,,,2:00:00,30.88151,-88.06385
33498,,,288,15.10.2015,,,3:00:00,30.8816,-88.06379
33498,,,288,15.10.2015,,,4:00:00,30.8814,-88.06386
33498,,,288,15.10.2015,,,5:00:00,30.88094,-88.06194
33498,,,288,15.10.2015,,,6:00:00,30.87371,-88.06307
33498,,,288,15.10.2015,,,7:00:00,30.87419,-88.07967
33498,,,288,15.10.2015,,,8:00:00,30.87748,-88.09621
33498,,,288,15.10.2015,,,9:00:00,30.88312,-88.10275
33498,,,288,15.10.2015,,,10:00:00,30.88704,-88.08152
33498,,,288,15.10.2015,,,11:00:00,30.88621,-88.07711
33498,,,288,15.10.2015,,,12:00:00,30.88634,-88.07716
33498,,,288,15.10.2015,,,13:01:00,30.88472,-88.07649
33498,,,288,15.10.2015,,,14:00:00,30.88125,-88.0639
33498,,,288,15.10.2015,,,15:02:00,30.88121,-88.06391
33498,,,288,15.10.2015,,,16:00:00,30.88005,-88.06296
33498,,,288,15.10.2015,,,17:01:00,30.87971,-88.06296
33498,,,288,15.10.2015,,,18:00:00,30.88001,-88.06293
33498,,,288,15.10.2015,,,19:00:00,30.88008,-88.06286
33498,,,288,15.10.2015,,,20:00:00,30.88154,-88.06399
33498,,,288,15.10.2015,,,21:01:00,30.88097,-88.06208
33498,,,288,15.10.2015,,,22:01:00,30.88121,-88.06381
33498,,,288,15.10.2015,,,23:02:00,30.87999,-88.06275
33498,,,289,16.10.2015,,,0:00:00,30.87992,-88.06265
33498,,,289,16.10.2015,,,1:01:00,30.88092,-88.06201
33498,,,289,16.10.2015,,,2:00:00,30.88136,-88.06227
33498,,,289,16.10.2015,,,3:00:00,30.88136,-88.06235
33498,,,289,16.10.2015,,,4:00:00,30.8809,-88.06211
33498,,,289,16.10.2015,,,5:01:00,30.87998,-88.06295
33498,,,289,16.10.2015,,,6:00:00,30.88009,-88.06294
33498,,,289,16.10.2015,,,7:02:00,30.88185,-88.06137
33498,,,289,16.10.2015,,,8:02:00,30.87998,-88.06288
33498,,,289,16.10.2015,,,9:00:00,30.88015,-88.06276
33498,,,289,16.10.2015,,,10:00:00,30.88154,-88.06276
33498,,,289,16.10.2015,,,11:00:00,30.88139,-88.06282
33498,,,289,16.10.2015,,,12:00:00,30.88035,-88.06293
33498,,,289,16.10.2015,,,13:00:00,30.8814,-88.06477
33498,,,289,16.10.2015,,,14:00:00,30.88093,-88.06207
33498,,,289,16.10.2015,,,15:00:00,30.88685,-88.06299
33498,,,289,16.10.2015,,,16:00:00,30.88671,-88.06311
33498,,,289,16.10.2015,,,17:00:00,30.88694,-88.06296
33498,,,289,16.10.2015,,,18:00:00,30.88603,-88.0624
33498,,,289,16.10.2015,,,19:00:00,30.88693,-88.06296
33498,,,290,17.10.2015,,,0:00:00,30.88695,-88.06299
33498,,,290,17.10.2015,,,1:00:00,30.88678,-88.06325
33498,,,290,17.10.2015,,,2:00:00,30.88692,-88.06294
33498,,,290,17.10.2015,,,3:00:00,30.88687,-88.06297
33498,,,290,17.10.2015,,,4:00:00,30.88578,-88.06257
33498,,,290,17.10.2015,,,5:00:00,30.88698,-88.06296
33498,,,290,17.10.2015,,,6:00:00,30.8857,-88.06207
33498,,,290,17.10.2015,,,7:00:00,30.88557,-88.06209
33498,,,290,17.10.2015,,,8:00:00,30.88626,-88.06262
33498,,,290,17.10.2015,,,9:00:00,30.88698,-88.06286
33498,,,290,17.10.2015,,,10:00:00,30.88644,-88.06226
33498,,,290,17.10.2015,,,11:00:00,30.88681,-88.06294
33498,,,290,17.10.2015,,,12:00:00,30.88597,-88.06225
33498,,,290,17.10.2015,,,13:00:00,30.88005,-88.06272
33498,,,290,17.10.2015,,,14:00:00,30.88692,-88.06301
33498,,,290,17.10.2015,,,15:00:00,30.88672,-88.06319
33498,,,291,18.10.2015,,,0:00:00,30.88703,-88.06287
33498,,,291,18.10.2015,,,1:00:00,30.88588,-88.06248
33498,,,291,18.10.2015,,,2:00:00,30.88581,-88.0625
33498,,,291,18.10.2015,,,3:00:00,30.887,-88.06299
33498,,,291,18.10.2015,,,4:00:00,30.88678,-88.06292
33498,,,291,18.10.2015,,,5:00:00,30.88596,-88.06236
33498,,,291,18.10.2015,,,6:00:00,30.88592,-88.06224
33498,,,291,18.10.2015,,,7:00:00,30.88693,-88.06301
33498,,,291,18.10.2015,,,8:00:00,30.88552,-88.06214
33498,,,291,18.10.2015,,,9:00:00,30.88561,-88.06208
33498,,,291,18.10.2015,,,10:00:00,30.8855,-88.06218
33498,,,291,18.10.2015,,,11:00:00,30.88664,-88.06284
33498,,,291,18.10.2015,,,12:00:00,30.88623,-88.06239
33498,,,291,18.10.2015,,,13:00:00,30.8858,-88.06233
33498,,,291,18.10.2015,,,14:00:00,30.88692,-88.06292
33498,,,291,18.10.2015,,,15:00:00,30.88349,-88.06485
33498,,,291,18.10.2015,,,16:00:00,30.87997,-88.06286
33498,,,291,18.10.2015,,,17:00:00,30.88001,-88.06286
33498,,,291,18.10.2015,,,18:00:00,30.87999,-88.06294
33498,,,291,18.10.2015,,,19:00:00,30.88003,-88.06292
33498,,,291,18.10.2015,,,20:00:00,30.8806,-88.06259
33498,,,291,18.10.2015,,,21:00:00,30.88703,-88.06295
33498,,,292,19.10.2015,,,0:00:00,30.88711,-88.06303
33498,,,292,19.10.2015,,,1:00:00,30.88738,-88.06368
33498,,,292,19.10.2015,,,2:00:00,30.88747,-88.0637
33498,,,292,19.10.2015,,,3:00:00,30.88573,-88.06244
33498,,,292,19.10.2015,,,4:00:00,30.887,-88.06289
33498,,,292,19.10.2015,,,5:00:00,30.88702,-88.06285
33498,,,292,19.10.2015,,,6:00:00,30.88584,-88.06228
33498,,,292,19.10.2015,,,7:00:00,30.87999,-88.06291
33498,,,292,19.10.2015,,,8:00:00,30.88008,-88.06285
33498,,,292,19.10.2015,,,9:00:00,30.8799,-88.06282
33498,,,292,19.10.2015,,,10:00:00,30.8813,-88.0658
33498,,,292,19.10.2015,,,11:00:00,30.88231,-88.06536
33498,,,292,19.10.2015,,,12:00:00,30.87992,-88.06293
33498,,,292,19.10.2015,,,13:00:00,30.88012,-88.06287
33498,,,292,19.10.2015,,,14:00:00,30.88573,-88.06162
33498,,,292,19.10.2015,,,15:00:00,30.88923,-88.07689
33498,,,292,19.10.2015,,,16:00:00,30.88192,-88.07051
33498,,,292,19.10.2015,,,17:00:00,30.88001,-88.06292
33498,,,292,19.10.2015,,,18:00:00,30.88015,-88.06267
33498,,,292,19.10.2015,,,19:00:00,30.87992,-88.06304
33498,,,292,19.10.2015,,,20:00:00,30.88,-88.06298
33498,,,293,20.10.2015,,,0:00:00,30.88001,-88.06278
33498,,,293,20.10.2015,,,1:00:00,30.88009,-88.06291
33498,,,293,20.10.2015,,,2:00:00,30.88399,-88.05873
33498,,,293,20.10.2015,,,3:00:00,30.88743,-88.06372
33498,,,293,20.10.2015,,,4:00:00,30.8855,-88.05817
33498,,,293,20.10.2015,,,5:00:00,30.89671,-88.05603
33498,,,293,20.10.2015,,,6:00:00,30.90069,-88.05411
33498,,,293,20.10.2015,,,7:00:00,30.90084,-88.05401
33498,,,293,20.10.2015,,,8:00:00,30.90709,-88.05429
33498,,,293,20.10.2015,,,9:00:00,30.89823,-88.05421
33498,,,293,20.10.2015,,,10:00:00,30.88699,-88.06438
33498,,,293,20.10.2015,,,11:00:00,30.88676,-88.06506
33498,,,293,20.10.2015,,,12:00:00,30.88673,-88.06513
33498,,,293,20.10.2015,,,13:00:00,30.88675,-88.0651
33498,,,293,20.10.2015,,,14:00:00,30.88673,-88.06507
33498,,,293,20.10.2015,,,15:00:00,30.88671,-88.065
33498,,,293,20.10.2015,,,16:00:00,30.88696,-88.06432
33498,,,293,20.10.2015,,,17:00:00,30.88696,-88.06287
33498,,,293,20.10.2015,,,18:00:00,30.88566,-88.06322
33498,,,293,20.10.2015,,,19:00:00,30.87994,-88.06305
33498,,,293,20.10.2015,,,20:00:00,30.87997,-88.06282
33498,,,293,20.10.2015,,,21:00:00,30.88001,-88.06287
33498,,,293,20.10.2015,,,22:00:00,30.88008,-88.06296
33498,,,293,20.10.2015,,,23:00:00,30.88005,-88.06299
33498,,,294,21.10.2015,,,0:00:00,30.8859,-88.06471
33498,,,294,21.10.2015,,,1:00:00,30.88768,-88.0647
33498,,,294,21.10.2015,,,2:00:00,30.89608,-88.07167
33498,,,294,21.10.2015,,,3:00:00,30.89474,-88.08368
33498,,,294,21.10.2015,,,4:00:00,30.88681,-88.07837
33498,,,294,21.10.2015,,,5:00:00,30.88647,-88.07858
33498,,,294,21.10.2015,,,6:00:00,30.88647,-88.07881
33498,,,294,21.10.2015,,,7:00:00,30.8865,-88.0737
33498,,,294,21.10.2015,,,8:00:00,30.88702,-88.06443
33498,,,294,21.10.2015,,,9:00:00,30.88697,-88.06438
33498,,,294,21.10.2015,,,10:00:00,30.88574,-88.0624
33498,,,294,21.10.2015,,,11:00:00,30.88705,-88.06434
33498,,,294,21.10.2015,,,12:00:00,30.88698,-88.06429
33498,,,294,21.10.2015,,,13:00:00,30.88151,-88.06102
33498,,,294,21.10.2015,,,14:00:00,30.87999,-88.06289
33498,,,294,21.10.2015,,,15:00:00,30.88012,-88.06282
33498,,,294,21.10.2015,,,16:00:00,30.88,-88.06287
33498,,,294,21.10.2015,,,17:00:00,30.88164,-88.06407
33498,,,294,21.10.2015,,,18:00:00,30.88118,-88.06395
33498,,,294,21.10.2015,,,19:00:00,30.88006,-88.06284
33498,,,295,22.10.2015,,,0:00:00,30.8801,-88.06282
33498,,,295,22.10.2015,,,1:00:00,30.88018,-88.06291
33498,,,295,22.10.2015,,,2:00:00,30.88475,-88.05816
33498,,,295,22.10.2015,,,3:00:00,30.88467,-88.05811
33498,,,295,22.10.2015,,,4:00:00,30.88485,-88.05843
33498,,,295,22.10.2015,,,5:00:00,30.88567,-88.05788
33498,,,295,22.10.2015,,,6:00:00,30.88008,-88.06297
33498,,,295,22.10.2015,,,7:00:00,30.88011,-88.06283
33498,,,295,22.10.2015,,,8:00:00,30.88003,-88.06297
33498,,,295,22.10.2015,,,9:00:00,30.88072,-88.06549
33498,,,295,22.10.2015,,,10:00:00,30.87977,-88.06569
33498,,,295,22.10.2015,,,11:00:00,30.87991,-88.06581
33498,,,295,22.10.2015,,,12:00:00,30.87967,-88.06567
33498,,,295,22.10.2015,,,13:00:00,30.87952,-88.06591
33498,,,295,22.10.2015,,,14:01:00,30.8812,-88.06389
33498,,,295,22.10.2015,,,15:00:00,30.87994,-88.06289
33498,,,295,22.10.2015,,,16:02:00,30.8806,-88.06237
33498,,,295,22.10.2015,,,17:00:00,30.88005,-88.06296
33498,,,295,22.10.2015,,,18:01:00,30.88011,-88.06289
33498,,,295,22.10.2015,,,19:00:00,30.88021,-88.06241
33498,,,295,22.10.2015,,,20:00:00,30.88016,-88.06246
33498,,,295,22.10.2015,,,21:00:00,30.88001,-88.06284
33498,,,295,22.10.2015,,,22:01:00,30.88009,-88.06288
33498,,,296,23.10.2015,,,0:01:00,30.88003,-88.06282
33498,,,296,23.10.2015,,,1:02:00,30.87976,-88.06321
33498,,,296,23.10.2015,,,2:00:00,30.87969,-88.0634
33498,,,296,23.10.2015,,,3:01:00,30.87965,-88.06333
33498,,,296,23.10.2015,,,4:00:00,30.88005,-88.06276
33498,,,296,23.10.2015,,,5:00:00,30.88002,-88.06299
33498,,,296,23.10.2015,,,6:00:00,30.88001,-88.06301
33498,,,296,23.10.2015,,,7:01:00,30.88003,-88.06299
33498,,,296,23.10.2015,,,8:00:00,30.88334,-88.06092
33498,,,296,23.10.2015,,,9:02:00,30.88921,-88.06176
33498,,,296,23.10.2015,,,10:02:00,30.89064,-88.05806
33498,,,296,23.10.2015,,,11:00:00,30.89069,-88.058
33498,,,296,23.10.2015,,,12:00:00,30.8907,-88.05796
33498,,,296,23.10.2015,,,13:00:00,30.89075,-88.05795
33498,,,296,23.10.2015,,,14:00:00,30.89287,-88.05668
33498,,,296,23.10.2015,,,15:00:00,30.88354,-88.06133
33498,,,296,23.10.2015,,,16:00:00,30.88009,-88.06286
33498,,,296,23.10.2015,,,17:00:00,30.88003,-88.06289
33498,,,296,23.10.2015,,,18:00:00,30.88,-88.06311
33498,,,296,23.10.2015,,,19:00:00,30.88001,-88.06298
33498,,,296,23.10.2015,,,20:00:00,30.87813,-88.06455
33498,,,296,23.10.2015,,,21:00:00,30.87544,-88.05986
33498,,,296,23.10.2015,,,22:00:00,30.8795,-88.06272
33498,,,297,24.10.2015,,,0:00:00,30.88092,-88.06208
33498,,,297,24.10.2015,,,1:00:00,30.87999,-88.06278
33498,,,297,24.10.2015,,,2:00:00,30.88003,-88.06282
33498,,,297,24.10.2015,,,3:00:00,30.88921,-88.0576
33498,,,297,24.10.2015,,,4:00:00,30.90242,-88.05435
33498,,,297,24.10.2015,,,5:00:00,30.90478,-88.05455
33498,,,297,24.10.2015,,,6:00:00,30.90391,-88.05172
33498,,,297,24.10.2015,,,7:00:00,30.90526,-88.05173
33498,,,297,24.10.2015,,,8:00:00,30.90527,-88.05149
33498,,,297,24.10.2015,,,9:00:00,30.91648,-88.0506
33498,,,297,24.10.2015,,,10:00:00,30.91858,-88.05775
33498,,,297,24.10.2015,,,11:00:00,30.92383,-88.0693
33498,,,297,24.10.2015,,,12:00:00,30.92387,-88.06931
33498,,,297,24.10.2015,,,13:00:00,30.92372,-88.06938
33498,,,297,24.10.2015,,,14:00:00,30.92376,-88.06948
33498,,,297,24.10.2015,,,15:00:00,30.94035,-88.07451
33498,,,297,24.10.2015,,,16:00:00,30.9497,-88.06546
33498,,,297,24.10.2015,,,17:00:00,30.94999,-88.06011
33498,,,297,24.10.2015,,,18:00:00,30.93138,-88.05891
33498,,,297,24.10.2015,,,19:00:00,30.91211,-88.05764
33498,,,297,24.10.2015,,,20:00:00,30.90939,-88.0568
33498,,,297,24.10.2015,,,21:00:00,30.90941,-88.05675
33498,,,298,25.10.2015,,,0:00:00,30.90846,-88.0553
33498,,,298,25.10.2015,,,1:00:00,30.90583,-88.05338
33498,,,298,25.10.2015,,,2:00:00,30.90585,-88.05333
33498,,,298,25.10.2015,,,3:00:00,30.90443,-88.05464
33498,,,298,25.10.2015,,,4:00:00,30.90446,-88.05466
33498,,,298,25.10.2015,,,5:00:00,30.90446,-88.05467
33498,,,298,25.10.2015,,,6:00:00,30.90462,-88.05208
33498,,,298,25.10.2015,,,7:00:00,30.9058,-88.05343
33498,,,298,25.10.2015,,,8:00:00,30.90581,-88.05325
33498,,,298,25.10.2015,,,9:00:00,30.90462,-88.05451
33498,,,298,25.10.2015,,,10:00:00,30.90457,-88.05442
33498,,,298,25.10.2015,,,11:00:00,30.90446,-88.05439
33498,,,298,25.10.2015,,,12:00:00,30.9045,-88.05438
33498,,,298,25.10.2015,,,13:00:00,30.90469,-88.05412
33498,,,298,25.10.2015,,,14:00:00,30.90411,-88.05313
33498,,,298,25.10.2015,,,15:00:00,30.90572,-88.05327
33498,,,298,25.10.2015,,,16:00:00,30.9058,-88.05335
33498,,,298,25.10.2015,,,17:00:00,30.90585,-88.0533
33498,,,298,25.10.2015,,,18:00:00,30.9058,-88.05334
33498,,,298,25.10.2015,,,19:00:00,30.90577,-88.05338
33498,,,298,25.10.2015,,,20:00:00,30.90589,-88.05345
33498,,,298,25.10.2015,,,21:00:00,30.90581,-88.05335
33498,,,298,25.10.2015,,,22:00:00,30.90579,-88.0533
33498,,,299,26.10.2015,,,0:00:00,30.90506,-88.05422
33498,,,299,26.10.2015,,,1:00:00,30.90504,-88.05425
33498,,,299,26.10.2015,,,2:00:00,30.90579,-88.05332
33498,,,299,26.10.2015,,,3:00:00,30.90578,-88.05333
33498,,,299,26.10.2015,,,4:00:00,30.90583,-88.05341
33498,,,299,26.10.2015,,,5:00:00,30.90576,-88.05332
33498,,,299,26.10.2015,,,6:00:00,30.90544,-88.0533
33498,,,299,26.10.2015,,,7:00:00,30.90544,-88.05323
33498,,,299,26.10.2015,,,8:00:00,30.90545,-88.05329
33498,,,299,26.10.2015,,,9:00:00,30.90547,-88.05329
33498,,,299,26.10.2015,,,10:00:00,30.90547,-88.05334
33498,,,299,26.10.2015,,,11:00:00,30.9055,-88.05329
33498,,,299,26.10.2015,,,12:00:00,30.90546,-88.05332
33498,,,299,26.10.2015,,,13:00:00,30.90597,-88.05345
33498,,,299,26.10.2015,,,14:00:00,30.90572,-88.05323
33498,,,299,26.10.2015,,,15:00:00,30.90578,-88.05339
33498,,,299,26.10.2015,,,16:00:00,30.90578,-88.05337
33498,,,299,26.10.2015,,,17:00:00,30.9058,-88.05329
33498,,,299,26.10.2015,,,18:00:00,30.90581,-88.05339
33498,,,299,26.10.2015,,,19:00:00,30.90486,-88.05166
33498,,,299,26.10.2015,,,20:00:00,30.90471,-88.05173
33498,,,299,26.10.2015,,,21:00:00,30.90436,-88.05059
33498,,,299,26.10.2015,,,22:00:00,30.90591,-88.05332
33498,,,300,27.10.2015,,,0:00:00,30.90589,-88.05332
33498,,,300,27.10.2015,,,1:00:00,30.90588,-88.05323
33498,,,300,27.10.2015,,,2:00:00,30.9055,-88.05254
33498,,,300,27.10.2015,,,3:00:00,30.90543,-88.05258
33498,,,300,27.10.2015,,,4:00:00,30.90538,-88.05258
33498,,,300,27.10.2015,,,5:00:00,30.90544,-88.0527
33498,,,300,27.10.2015,,,6:00:00,30.90523,-88.05159
33498,,,300,27.10.2015,,,7:00:00,30.90533,-88.05046
33498,,,300,27.10.2015,,,8:00:00,30.90477,-88.05204
33498,,,300,27.10.2015,,,9:00:00,30.90535,-88.05249
33498,,,300,27.10.2015,,,10:00:00,30.90477,-88.05206
33498,,,300,27.10.2015,,,11:00:00,30.90475,-88.05206
33498,,,300,27.10.2015,,,12:00:00,30.90574,-88.05341
33498,,,300,27.10.2015,,,13:00:00,30.90575,-88.05341
33498,,,300,27.10.2015,,,14:00:00,30.9059,-88.05336
33498,,,300,27.10.2015,,,15:00:00,30.90585,-88.05348
33498,,,300,27.10.2015,,,16:00:00,30.90579,-88.0533
33498,,,300,27.10.2015,,,17:00:00,30.90582,-88.05325
33498,,,300,27.10.2015,,,18:00:00,30.90552,-88.0524
33498,,,300,27.10.2015,,,19:00:00,30.90599,-88.05279
33498,,,301,28.10.2015,,,0:00:00,30.90585,-88.05327
33498,,,301,28.10.2015,,,1:00:00,30.90584,-88.05334
33498,,,301,28.10.2015,,,2:00:00,30.90593,-88.054
33498,,,301,28.10.2015,,,3:00:00,30.90594,-88.05408
33498,,,301,28.10.2015,,,4:00:00,30.90578,-88.05404
33498,,,301,28.10.2015,,,5:00:00,30.90575,-88.05341
33498,,,301,28.10.2015,,,6:00:00,30.90672,-88.05474
33498,,,301,28.10.2015,,,7:00:00,30.90489,-88.05177
33498,,,301,28.10.2015,,,8:00:00,30.90172,-88.05426
33498,,,301,28.10.2015,,,9:00:00,30.89963,-88.05946
33498,,,301,28.10.2015,,,10:00:00,30.89951,-88.05532
33498,,,301,28.10.2015,,,11:00:00,30.89926,-88.05472
33498,,,301,28.10.2015,,,12:00:00,30.89865,-88.05564
33498,,,301,28.10.2015,,,13:00:00,30.89775,-88.05643
33498,,,301,28.10.2015,,,14:00:00,30.90096,-88.05632
33498,,,301,28.10.2015,,,15:00:00,30.90088,-88.05629
33498,,,301,28.10.2015,,,16:00:00,30.90164,-88.0576
33498,,,301,28.10.2015,,,17:00:00,30.89576,-88.05699
33498,,,301,28.10.2015,,,18:00:00,30.89567,-88.05725
33498,,,301,28.10.2015,,,19:00:00,30.89574,-88.05712
33498,,,301,28.10.2015,,,20:00:00,30.89462,-88.05497
33498,,,302,29.10.2015,,,0:00:00,30.89463,-88.05493
33498,,,302,29.10.2015,,,1:00:00,30.89475,-88.05683
33498,,,302,29.10.2015,,,2:00:00,30.89572,-88.05724
33498,,,302,29.10.2015,,,3:00:00,30.89572,-88.0572
33498,,,302,29.10.2015,,,4:00:00,30.89653,-88.05841
33498,,,302,29.10.2015,,,5:00:00,30.89651,-88.0585
33498,,,302,29.10.2015,,,6:00:00,30.89514,-88.05505
33498,,,302,29.10.2015,,,7:01:00,30.89519,-88.05507
33498,,,302,29.10.2015,,,8:00:00,30.89291,-88.05764
33498,,,302,29.10.2015,,,9:02:00,30.88977,-88.05937
33498,,,302,29.10.2015,,,10:00:00,30.88962,-88.05917
33498,,,302,29.10.2015,,,11:01:00,30.89043,-88.05735
33498,,,302,29.10.2015,,,12:00:00,30.89025,-88.05735
33498,,,302,29.10.2015,,,13:00:00,30.89047,-88.0577
33498,,,302,29.10.2015,,,14:00:00,30.89217,-88.05821
33498,,,302,29.10.2015,,,15:01:00,30.88371,-88.06513
33498,,,302,29.10.2015,,,16:01:00,30.87945,-88.06268
33498,,,302,29.10.2015,,,17:02:00,30.87955,-88.06264
33498,,,302,29.10.2015,,,18:00:00,30.87961,-88.06284
33498,,,302,29.10.2015,,,19:01:00,30.87961,-88.06293
33498,,,302,29.10.2015,,,20:00:00,30.88034,-88.06239
33498,,,302,29.10.2015,,,21:00:00,30.89062,-88.0575
33498,,,303,30.10.2015,,,0:00:00,30.89479,-88.05818
33498,,,303,30.10.2015,,,1:01:00,30.89571,-88.05722
33498,,,303,30.10.2015,,,2:00:00,30.8978,-88.0593
33498,,,303,30.10.2015,,,3:02:00,30.89648,-88.06169
33498,,,303,30.10.2015,,,4:02:00,30.89646,-88.06163
33498,,,303,30.10.2015,,,5:00:00,30.89649,-88.06169
33498,,,303,30.10.2015,,,6:00:00,30.89679,-88.06179
33498,,,303,30.10.2015,,,7:00:00,30.89998,-88.05731
33498,,,303,30.10.2015,,,8:00:00,30.90575,-88.05336
33498,,,303,30.10.2015,,,9:00:00,30.90588,-88.05339
33498,,,303,30.10.2015,,,10:00:00,30.90538,-88.05458
33498,,,303,30.10.2015,,,11:00:00,30.90523,-88.05455
33498,,,303,30.10.2015,,,12:00:00,30.90508,-88.05445
33498,,,303,30.10.2015,,,13:00:00,30.90467,-88.05344
33498,,,303,30.10.2015,,,14:00:00,30.90579,-88.05326
33498,,,303,30.10.2015,,,15:00:00,30.90096,-88.05638
33498,,,303,30.10.2015,,,16:00:00,30.89863,-88.05564
33498,,,303,30.10.2015,,,17:00:00,30.89572,-88.05716
33498,,,303,30.10.2015,,,18:00:00,30.89573,-88.0572
33498,,,303,30.10.2015,,,19:00:00,30.89079,-88.05722
33498,,,303,30.10.2015,,,20:00:00,30.89072,-88.05748
33498,,,303,30.10.2015,,,21:00:00,30.8904,-88.05735
33498,,,303,30.10.2015,,,22:00:00,30.89059,-88.05756
33498,,,304,31.10.2015,,,0:00:00,30.89371,-88.06122
33498,,,304,31.10.2015,,,1:00:00,30.89386,-88.06291
33498,,,304,31.10.2015,,,2:00:00,30.8939,-88.06294
33498,,,304,31.10.2015,,,3:00:00,30.89637,-88.06395
33498,,,304,31.10.2015,,,4:00:00,30.89636,-88.06394
33498,,,304,31.10.2015,,,5:00:00,30.89636,-88.06396
33498,,,304,31.10.2015,,,6:00:00,30.89636,-88.06396
33498,,,304,31.10.2015,,,7:00:00,30.89635,-88.06396
33498,,,304,31.10.2015,,,8:00:00,30.8961,-88.06436
33498,,,304,31.10.2015,,,9:00:00,30.89387,-88.06291
33498,,,304,31.10.2015,,,10:00:00,30.88983,-88.06354
33498,,,304,31.10.2015,,,11:00:00,30.88978,-88.06346
33498,,,304,31.10.2015,,,12:00:00,30.88981,-88.06351
33498,,,304,31.10.2015,,,13:00:00,30.891,-88.06356
33498,,,304,31.10.2015,,,14:00:00,30.89166,-88.06214
33498,,,304,31.10.2015,,,15:00:00,30.89267,-88.06204
33498,,,304,31.10.2015,,,16:00:00,30.89384,-88.06289
33498,,,304,31.10.2015,,,17:00:00,30.89392,-88.06292
33498,,,304,31.10.2015,,,18:00:00,30.89391,-88.06291
33498,,,304,31.10.2015,,,19:00:00,30.8938,-88.06289
33498,,,305,01.11.2015,,,0:00:00,30.89607,-88.06144
33498,,,305,01.11.2015,,,1:00:00,30.89573,-88.05714
33498,,,305,01.11.2015,,,2:00:00,30.89571,-88.05706
33498,,,305,01.11.2015,,,3:00:00,30.89363,-88.06016
33498,,,305,01.11.2015,,,4:00:00,30.89366,-88.06012
33498,,,305,01.11.2015,,,5:00:00,30.89099,-88.05914
33498,,,305,01.11.2015,,,6:00:00,30.88977,-88.0596
33498,,,305,01.11.2015,,,7:00:00,30.88978,-88.0596
